,Date,Category,Amount,Note,type,Payment mode,To payment mode,Tags,instructions
116,2025-01-12 10:40:00,Clothing ,1530.0,Sankrant saadi,Expense,ICICI BANK,,," On Date 2025-01-12 10:40:00 an amount of rupees 1530.0 were spent from ICICI BANK account in category
            ""Clothing "" with a note mentioned as ""Sankrant saadi""  "
117,2025-01-12 10:40:00,Others,45.0,,Expense,UPI LITE,,," On Date 2025-01-12 10:40:00 an amount of rupees 45.0 were spent from UPI LITE account in category
            ""Others""  "
118,2025-01-11 13:36:00,Zomato and Swiggy,286.0,Dal khichdi,Expense,SBI bank,,," On Date 2025-01-11 13:36:00 an amount of rupees 286.0 were spent from SBI bank account in category
            ""Zomato and Swiggy"" with a note mentioned as ""Dal khichdi""  "
119,2025-01-10 13:01:00,EMIs ,6238.0,CAR EMI,Expense,ICICI BANK,,," On Date 2025-01-10 13:01:00 an amount of rupees 6238.0 were spent from ICICI BANK account in category
            ""EMIs "" with a note mentioned as ""CAR EMI""  "
120,2025-01-10 12:33:00,Snacks and Food,40.0,Biscuits,Expense,SBI bank,,," On Date 2025-01-10 12:33:00 an amount of rupees 40.0 were spent from SBI bank account in category
            ""Snacks and Food"" with a note mentioned as ""Biscuits""  "
121,2025-01-10 12:32:00,Kirana ,233.0,Janata bazaar,Expense,SBI bank,,," On Date 2025-01-10 12:32:00 an amount of rupees 233.0 were spent from SBI bank account in category
            ""Kirana "" with a note mentioned as ""Janata bazaar""  "
122,2025-01-10 12:32:00,Others,180.0,Akt 3,Expense,SBI bank,,," On Date 2025-01-10 12:32:00 an amount of rupees 180.0 were spent from SBI bank account in category
            ""Others"" with a note mentioned as ""Akt 3""  "
123,2025-01-09 12:20:00,Others,3000.0,ITR filing fee,Expense,SBI bank,,," On Date 2025-01-09 12:20:00 an amount of rupees 3000.0 were spent from SBI bank account in category
            ""Others"" with a note mentioned as ""ITR filing fee""  "
124,2025-01-09 11:29:00,Bills and Utilities,1710.0,Nook lightbill,Expense,SBI bank,,," On Date 2025-01-09 11:29:00 an amount of rupees 1710.0 were spent from SBI bank account in category
            ""Bills and Utilities"" with a note mentioned as ""Nook lightbill""  "
125,2025-01-09 07:58:00,Zomato and Swiggy,284.0,,Expense,SBI bank,,," On Date 2025-01-09 07:58:00 an amount of rupees 284.0 were spent from SBI bank account in category
            ""Zomato and Swiggy""  "
126,2025-01-09 07:58:00,Tablets & Medical,800.0,Dr kothari,Expense,ICICI BANK,,," On Date 2025-01-09 07:58:00 an amount of rupees 800.0 were spent from ICICI BANK account in category
            ""Tablets & Medical"" with a note mentioned as ""Dr kothari""  "
127,2025-01-09 07:57:00,Others,661.0,Dr kothari,Expense,ICICI BANK,,," On Date 2025-01-09 07:57:00 an amount of rupees 661.0 were spent from ICICI BANK account in category
            ""Others"" with a note mentioned as ""Dr kothari""  "
128,2025-01-09 07:57:00,Tablets & Medical,500.0,Dr jaankar,Expense,SBI bank,,," On Date 2025-01-09 07:57:00 an amount of rupees 500.0 were spent from SBI bank account in category
            ""Tablets & Medical"" with a note mentioned as ""Dr jaankar""  "
129,2025-01-09 07:57:00,Tablets & Medical,4.0,Report printing,Expense,UPI LITE,,," On Date 2025-01-09 07:57:00 an amount of rupees 4.0 were spent from UPI LITE account in category
            ""Tablets & Medical"" with a note mentioned as ""Report printing""  "
130,2025-01-09 07:56:00,Others,53.0,Ulti golya,Expense,UPI LITE,,," On Date 2025-01-09 07:56:00 an amount of rupees 53.0 were spent from UPI LITE account in category
            ""Others"" with a note mentioned as ""Ulti golya""  "
131,2025-01-09 07:56:00,Others,72.0,Julaab golya,Expense,UPI LITE,,," On Date 2025-01-09 07:56:00 an amount of rupees 72.0 were spent from UPI LITE account in category
            ""Others"" with a note mentioned as ""Julaab golya""  "
132,2025-01-09 07:56:00,Others,12.0,Chaha,Expense,UPI LITE,,," On Date 2025-01-09 07:56:00 an amount of rupees 12.0 were spent from UPI LITE account in category
            ""Others"" with a note mentioned as ""Chaha""  "
133,2025-01-09 07:55:00,Kirana ,105.0,Janata food bazaar,Expense,UPI LITE,,," On Date 2025-01-09 07:55:00 an amount of rupees 105.0 were spent from UPI LITE account in category
            ""Kirana "" with a note mentioned as ""Janata food bazaar""  "
134,2025-01-09 07:55:00,Vegetables & fruits,40.0,Bhaji pala,Expense,UPI LITE,,," On Date 2025-01-09 07:55:00 an amount of rupees 40.0 were spent from UPI LITE account in category
            ""Vegetables & fruits"" with a note mentioned as ""Bhaji pala""  "
135,2025-01-09 07:55:00,Kirana ,75.0,Dalan,Expense,UPI LITE,,," On Date 2025-01-09 07:55:00 an amount of rupees 75.0 were spent from UPI LITE account in category
            ""Kirana "" with a note mentioned as ""Dalan""  "
136,2025-01-07 18:56:00,Vegetables & fruits,110.0,Bhaji pala,Expense,SBI bank,,," On Date 2025-01-07 18:56:00 an amount of rupees 110.0 were spent from SBI bank account in category
            ""Vegetables & fruits"" with a note mentioned as ""Bhaji pala""  "
137,2025-01-07 18:56:00,Kirana ,706.0,Gahu,Expense,SBI bank,,," On Date 2025-01-07 18:56:00 an amount of rupees 706.0 were spent from SBI bank account in category
            ""Kirana "" with a note mentioned as ""Gahu""  "
138,2025-01-07 16:52:00,Transfer,500.0,,Transfer,SBI bank,UPI LITE,," On Date 2025-01-07 16:52:00 a transaction of rupees 500.0 was recieved into SBI bank account in category
            ""Transfer""  "
139,2025-01-07 16:52:00,Dining and eatouts,20.0,Ras,Expense,SBI bank,,," On Date 2025-01-07 16:52:00 an amount of rupees 20.0 were spent from SBI bank account in category
            ""Dining and eatouts"" with a note mentioned as ""Ras""  "
140,2025-01-07 09:35:00,Dining and eatouts,70.0,Juice,Expense,SBI bank,,," On Date 2025-01-07 09:35:00 an amount of rupees 70.0 were spent from SBI bank account in category
            ""Dining and eatouts"" with a note mentioned as ""Juice""  "
141,2025-01-07 09:34:00,Dining and eatouts,70.0,Juice,Expense,SBI bank,,," On Date 2025-01-07 09:34:00 an amount of rupees 70.0 were spent from SBI bank account in category
            ""Dining and eatouts"" with a note mentioned as ""Juice""  "
142,2025-01-07 08:03:00,Kirana ,75.0,Eggs,Expense,SBI bank,,," On Date 2025-01-07 08:03:00 an amount of rupees 75.0 were spent from SBI bank account in category
            ""Kirana "" with a note mentioned as ""Eggs""  "
143,2025-01-07 08:03:00,Items in home,20.0,Cement,Expense,SBI bank,,," On Date 2025-01-07 08:03:00 an amount of rupees 20.0 were spent from SBI bank account in category
            ""Items in home"" with a note mentioned as ""Cement""  "
144,2025-01-07 08:02:00,Items in home,60.0,Rose plant,Expense,SBI bank,,," On Date 2025-01-07 08:02:00 an amount of rupees 60.0 were spent from SBI bank account in category
            ""Items in home"" with a note mentioned as ""Rose plant""  "
145,2025-01-07 08:02:00,Vegetables & fruits,210.0,dalimb,Expense,SBI bank,,," On Date 2025-01-07 08:02:00 an amount of rupees 210.0 were spent from SBI bank account in category
            ""Vegetables & fruits"" with a note mentioned as ""dalimb""  "
146,2025-01-06 13:52:00,Dining and eatouts,70.0,Egg rice,Expense,SBI bank,,," On Date 2025-01-06 13:52:00 an amount of rupees 70.0 were spent from SBI bank account in category
            ""Dining and eatouts"" with a note mentioned as ""Egg rice""  "
147,2025-01-06 13:52:00,Dining and eatouts,60.0,Aloo paratha,Expense,SBI bank,,," On Date 2025-01-06 13:52:00 an amount of rupees 60.0 were spent from SBI bank account in category
            ""Dining and eatouts"" with a note mentioned as ""Aloo paratha""  "
148,2025-01-06 13:05:00,Transfer,720.0,Recieved from aditya and mahesh,Transfer,SBI bank,ICICI BANK,," On Date 2025-01-06 13:05:00 a transaction of rupees 720.0 was recieved into SBI bank account in category
            ""Transfer"" with a note mentioned as ""Recieved from aditya and mahesh""  "
149,2025-01-06 13:00:00,EMIs ,859.0,Home loan insurance 6,Expense,ICICI BANK,,," On Date 2025-01-06 13:00:00 an amount of rupees 859.0 were spent from ICICI BANK account in category
            ""EMIs "" with a note mentioned as ""Home loan insurance 6""  "
150,2025-01-05 20:23:00,Kirana ,90.0,Kirana,Expense,SBI bank,,," On Date 2025-01-05 20:23:00 an amount of rupees 90.0 were spent from SBI bank account in category
            ""Kirana "" with a note mentioned as ""Kirana""  "
151,2025-01-05 20:23:00,Items in home,165.0,Kundi,Expense,SBI bank,,," On Date 2025-01-05 20:23:00 an amount of rupees 165.0 were spent from SBI bank account in category
            ""Items in home"" with a note mentioned as ""Kundi""  "
152,2025-01-05 20:23:00,Adhoc ,5000.0,Driving school,Expense,ICICI BANK,,," On Date 2025-01-05 20:23:00 an amount of rupees 5000.0 were spent from ICICI BANK account in category
            ""Adhoc "" with a note mentioned as ""Driving school""  "
153,2025-01-05 20:22:00,Kirana ,111.0,Badisop,Expense,SBI bank,,," On Date 2025-01-05 20:22:00 an amount of rupees 111.0 were spent from SBI bank account in category
            ""Kirana "" with a note mentioned as ""Badisop""  "
154,2025-01-05 20:22:00,Dining and eatouts,25.0,Bhakri,Expense,SBI bank,,," On Date 2025-01-05 20:22:00 an amount of rupees 25.0 were spent from SBI bank account in category
            ""Dining and eatouts"" with a note mentioned as ""Bhakri""  "
155,2025-01-05 13:35:00,Latur Rent,5300.0,From kiraydar 2,Income,SBI bank,,," On Date 2025-01-05 13:35:00 a transaction of rupees 5300.0 was recieved into SBI bank account in category
            ""Latur Rent"" with a note mentioned as ""From kiraydar 2""  "
156,2025-01-05 12:28:00,EMIs ,2000.0,Backup bhandewali,Expense,Cash,,," On Date 2025-01-05 12:28:00 an amount of rupees 2000.0 were spent from Cash account in category
            ""EMIs "" with a note mentioned as ""Backup bhandewali""  "
157,2025-01-05 12:27:00,Tablets & Medical,9500.0,CT scan,Expense,ICICI BANK,,," On Date 2025-01-05 12:27:00 an amount of rupees 9500.0 were spent from ICICI BANK account in category
            ""Tablets & Medical"" with a note mentioned as ""CT scan""  "
158,2025-01-05 12:27:00,EMIs ,58735.0,Home loan EMI 6,Expense,ICICI BANK,,," On Date 2025-01-05 12:27:00 an amount of rupees 58735.0 were spent from ICICI BANK account in category
            ""EMIs "" with a note mentioned as ""Home loan EMI 6""  "
159,2025-01-05 12:26:00,Others,501.0,Raghvendra swami mathh,Expense,ICICI BANK,,," On Date 2025-01-05 12:26:00 an amount of rupees 501.0 were spent from ICICI BANK account in category
            ""Others"" with a note mentioned as ""Raghvendra swami mathh""  "
160,2025-01-05 12:25:00,Others,1700.0,Raghvendra swami mathh,Expense,ICICI BANK,,," On Date 2025-01-05 12:25:00 an amount of rupees 1700.0 were spent from ICICI BANK account in category
            ""Others"" with a note mentioned as ""Raghvendra swami mathh""  "
161,2025-01-05 12:25:00,Others,12.0,,Expense,SBI bank,,," On Date 2025-01-05 12:25:00 an amount of rupees 12.0 were spent from SBI bank account in category
            ""Others""  "
162,2025-01-05 12:25:00,Snacks and Food,10.0,Parle g,Expense,SBI bank,,," On Date 2025-01-05 12:25:00 an amount of rupees 10.0 were spent from SBI bank account in category
            ""Snacks and Food"" with a note mentioned as ""Parle g""  "
163,2025-01-05 12:25:00,Vegetables & fruits,80.0,Bor and keli,Expense,SBI bank,,," On Date 2025-01-05 12:25:00 an amount of rupees 80.0 were spent from SBI bank account in category
            ""Vegetables & fruits"" with a note mentioned as ""Bor and keli""  "
164,2025-01-05 12:25:00,Festival & Flowers ,100.0,Pappa haar,Expense,SBI bank,,," On Date 2025-01-05 12:25:00 an amount of rupees 100.0 were spent from SBI bank account in category
            ""Festival & Flowers "" with a note mentioned as ""Pappa haar""  "
165,2025-01-05 12:24:00,Dining and eatouts,40.0,Iceb,Expense,SBI bank,,," On Date 2025-01-05 12:24:00 an amount of rupees 40.0 were spent from SBI bank account in category
            ""Dining and eatouts"" with a note mentioned as ""Iceb""  "
166,2025-01-05 12:24:00,Dining and eatouts,70.0,Paan,Expense,SBI bank,,," On Date 2025-01-05 12:24:00 an amount of rupees 70.0 were spent from SBI bank account in category
            ""Dining and eatouts"" with a note mentioned as ""Paan""  "
167,2025-01-05 12:24:00,Dining and eatouts,280.0,Kale farms,Expense,SBI bank,,," On Date 2025-01-05 12:24:00 an amount of rupees 280.0 were spent from SBI bank account in category
            ""Dining and eatouts"" with a note mentioned as ""Kale farms""  "
168,2025-01-05 12:24:00,Dining and eatouts,380.0,Beer,Expense,SBI bank,,," On Date 2025-01-05 12:24:00 an amount of rupees 380.0 were spent from SBI bank account in category
            ""Dining and eatouts"" with a note mentioned as ""Beer""  "
169,2025-01-05 12:24:00,Others,12.0,Chaha,Expense,SBI bank,,," On Date 2025-01-05 12:24:00 an amount of rupees 12.0 were spent from SBI bank account in category
            ""Others"" with a note mentioned as ""Chaha""  "
170,2025-01-05 12:24:00,Dining and eatouts,20.0,Bisleri,Expense,SBI bank,,," On Date 2025-01-05 12:24:00 an amount of rupees 20.0 were spent from SBI bank account in category
            ""Dining and eatouts"" with a note mentioned as ""Bisleri""  "
171,2025-01-05 12:23:00,Dining and eatouts,40.0,Masala dudh,Expense,SBI bank,,," On Date 2025-01-05 12:23:00 an amount of rupees 40.0 were spent from SBI bank account in category
            ""Dining and eatouts"" with a note mentioned as ""Masala dudh""  "
172,2025-01-05 12:23:00,Snacks and Food,60.0,Farsaan,Expense,SBI bank,,," On Date 2025-01-05 12:23:00 an amount of rupees 60.0 were spent from SBI bank account in category
            ""Snacks and Food"" with a note mentioned as ""Farsaan""  "
173,2025-01-05 12:23:00,Dining and eatouts,50.0,Bhakri,Expense,SBI bank,,," On Date 2025-01-05 12:23:00 an amount of rupees 50.0 were spent from SBI bank account in category
            ""Dining and eatouts"" with a note mentioned as ""Bhakri""  "
174,2025-01-03 09:58:00,Home,805.6,Hp gas,Expense,ICICI BANK,,," On Date 2025-01-03 09:58:00 an amount of rupees 805.6 were spent from ICICI BANK account in category
            ""Home"" with a note mentioned as ""Hp gas""  "
175,2025-01-03 09:57:00,Dining and eatouts,135.0,Cold cofee,Expense,ICICI BANK,,," On Date 2025-01-03 09:57:00 an amount of rupees 135.0 were spent from ICICI BANK account in category
            ""Dining and eatouts"" with a note mentioned as ""Cold cofee""  "
176,2025-01-03 09:57:00,Zomato and Swiggy,291.0,Dal khichdi,Expense,ICICI BANK,,," On Date 2025-01-03 09:57:00 an amount of rupees 291.0 were spent from ICICI BANK account in category
            ""Zomato and Swiggy"" with a note mentioned as ""Dal khichdi""  "
177,2025-01-03 09:57:00,Snacks and Food,350.0,Cake,Expense,SBI bank,,," On Date 2025-01-03 09:57:00 an amount of rupees 350.0 were spent from SBI bank account in category
            ""Snacks and Food"" with a note mentioned as ""Cake""  "
178,2025-01-03 09:56:00,Kirana ,86.0,Dudh dahi,Expense,SBI bank,,," On Date 2025-01-03 09:56:00 an amount of rupees 86.0 were spent from SBI bank account in category
            ""Kirana "" with a note mentioned as ""Dudh dahi""  "
179,2025-01-03 09:55:00,Home,130.0,Paper cup and milk,Expense,SBI bank,,," On Date 2025-01-03 09:55:00 an amount of rupees 130.0 were spent from SBI bank account in category
            ""Home"" with a note mentioned as ""Paper cup and milk""  "
180,2025-01-03 09:55:00,Dining and eatouts,20.0,Ras,Expense,SBI bank,,," On Date 2025-01-03 09:55:00 an amount of rupees 20.0 were spent from SBI bank account in category
            ""Dining and eatouts"" with a note mentioned as ""Ras""  "
181,2025-01-03 09:55:00,Vegetables & fruits,50.0,Naralpaani,Expense,SBI bank,,," On Date 2025-01-03 09:55:00 an amount of rupees 50.0 were spent from SBI bank account in category
            ""Vegetables & fruits"" with a note mentioned as ""Naralpaani""  "
182,2025-01-03 09:55:00,Vegetables & fruits,50.0,Anjeer,Expense,SBI bank,,," On Date 2025-01-03 09:55:00 an amount of rupees 50.0 were spent from SBI bank account in category
            ""Vegetables & fruits"" with a note mentioned as ""Anjeer""  "
183,2025-01-03 09:55:00,Vegetables & fruits,190.0,Bhaji,Expense,SBI bank,,," On Date 2025-01-03 09:55:00 an amount of rupees 190.0 were spent from SBI bank account in category
            ""Vegetables & fruits"" with a note mentioned as ""Bhaji""  "
184,2025-01-02 11:08:00,Car,1200.0,Fuel,Expense,ICICI BANK,,," On Date 2025-01-02 11:08:00 an amount of rupees 1200.0 were spent from ICICI BANK account in category
            ""Car"" with a note mentioned as ""Fuel""  "
185,2025-01-02 09:41:00,Transfer,2000.0,Atm withdrawals,Transfer,ICICI BANK,Cash,," On Date 2025-01-02 09:41:00 a transaction of rupees 2000.0 was recieved into ICICI BANK account in category
            ""Transfer"" with a note mentioned as ""Atm withdrawals""  "
186,2025-01-02 09:40:00,Investments,5000.0,SIP,Expense,ICICI BANK,,," On Date 2025-01-02 09:40:00 an amount of rupees 5000.0 were spent from ICICI BANK account in category
            ""Investments"" with a note mentioned as ""SIP""  "
187,2025-01-02 09:35:00,Recieved from Others,530.5,From chinmay for chicken thali,Income,SBI bank,,," On Date 2025-01-02 09:35:00 a transaction of rupees 530.5 was recieved into SBI bank account in category
            ""Recieved from Others"" with a note mentioned as ""From chinmay for chicken thali""  "
188,2025-01-02 09:35:00,Others,45.0,Zandu balm,Expense,SBI bank,,," On Date 2025-01-02 09:35:00 an amount of rupees 45.0 were spent from SBI bank account in category
            ""Others"" with a note mentioned as ""Zandu balm""  "
189,2025-01-02 09:35:00,Dining and eatouts,75.0,Paan,Expense,SBI bank,,," On Date 2025-01-02 09:35:00 an amount of rupees 75.0 were spent from SBI bank account in category
            ""Dining and eatouts"" with a note mentioned as ""Paan""  "
190,2025-01-02 09:34:00,Dining and eatouts,1061.0,Chicken thali,Expense,ICICI BANK,,," On Date 2025-01-02 09:34:00 an amount of rupees 1061.0 were spent from ICICI BANK account in category
            ""Dining and eatouts"" with a note mentioned as ""Chicken thali""  "
191,2025-01-02 09:34:00,Clothing ,1210.0,Bhaiya shirt,Expense,SBI bank,,," On Date 2025-01-02 09:34:00 an amount of rupees 1210.0 were spent from SBI bank account in category
            ""Clothing "" with a note mentioned as ""Bhaiya shirt""  "
192,2025-01-01 18:35:00,Latur Rent,9000.0,Kiraydar 1,Income,SBI bank,,," On Date 2025-01-01 18:35:00 a transaction of rupees 9000.0 was recieved into SBI bank account in category
            ""Latur Rent"" with a note mentioned as ""Kiraydar 1""  "
193,2025-01-01 16:23:00,Zomato and Swiggy,515.0,Dal khichdi,Expense,ICICI BANK,,," On Date 2025-01-01 16:23:00 an amount of rupees 515.0 were spent from ICICI BANK account in category
            ""Zomato and Swiggy"" with a note mentioned as ""Dal khichdi""  "
194,2025-01-01 16:23:00,Salary,218976.0,Exusia Salary,Income,ICICI BANK,,," On Date 2025-01-01 16:23:00 a transaction of rupees 218976.0 was recieved into ICICI BANK account in category
            ""Salary"" with a note mentioned as ""Exusia Salary""  "
